#KEY	Clip_wcdRFP_II_2	Clip_wcdRFP_III_2	Clip_bamGFP_I_2	Clip_bamGFP_II_2	Clip_bamGFP_III_2
CR44399	0	0	0	0	0
CR44400	0	0	0	0	0
CR44401	0	0	0	0	0
CR44404	11	3	0	3	6
CR44407	0	0	0	0	0
CR44408	0	0	0	0	0
CR44409	0	1	0	3	5
CR44410	0	0	0	0	0
CR44411	0	0	0	0	0
CR44412	2	3	0	0	0
CR44413	0	0	0	0	0
CR44414	0	0	0	0	0
CR44415	0	0	0	0	0
CR44416	4	4	0	0	1
CR44417	503	356	139	215	311
CR44418	0	0	0	0	0
CR44419	0	2	0	0	0
CR44420	0	0	0	0	0
CR44421	0	0	0	0	0
CR44423	0	1	0	0	0
CR44427	0	0	0	0	0
CR44429	24	33	18	11	38
CR44430	0	0	0	0	0
CR44431	2	2	0	1	0
CR44432	0	0	0	0	0
CR44440	12	11	0	8	5
CR44441	22	26	0	3	12
CR44442	0	0	0	0	0
CR44443	0	0	0	0	0
CR44444	24	14	13	0	16
CR44445	0	2	0	11	0
CR44446	3	0	0	0	0
CR44447	0	0	0	0	0
CR44448	0	0	0	0	0
CR44449	0	0	0	0	0
CR44450	0	0	0	0	0
CR44451	4	9	0	11	2
CR44452	0	0	0	0	0
CR44453	3	5	1	0	0
CR44455	0	0	0	0	0
CR44456	0	0	0	0	0
CR44457	0	0	0	0	0
CR44458	1	1	0	0	0
CR44459	2	0	0	0	0
CR44460	0	0	0	0	0
CR44461	0	0	0	0	0
CR44462	0	0	0	0	0
CR44463	9	3	0	5	3
CR44464	0	0	0	0	0
CR44465	0	0	0	0	0
CR44466	0	1	0	0	4
CR44467	3	0	0	0	1
CR44468	3	1	2	9	2
CR44469	0	0	0	0	0
CR44470	6	4	0	1	4
CR44471	7	5	0	0	4
CR44472	7	9	0	11	7
CR44473	0	0	0	0	0
CR44474	23	21	0	13	12
CR44478	14	13	2	5	9
CR44479	0	0	0	0	0
CR44480	0	0	0	0	0
CR44481	0	0	0	0	0
CR44482	0	0	0	0	0
CR44483	0	0	0	0	0
CR44484	0	0	0	0	0
CR44485	0	0	0	0	0
CR44486	8	13	0	0	3
CR44487	1	6	0	0	3
CR44488	2	0	0	0	0
CR44489	3	7	0	0	0
CR44490	0	1	0	7	0
CR44491	0	0	0	0	0
CR44492	1	0	0	0	0
CR44493	0	2	0	0	0
CR44494	0	0	0	0	0
CR44495	0	0	0	0	0
CR44496	0	1	0	0	0
CR44497	0	0	0	0	0
CR44498	0	0	0	0	0
CR44499	0	0	0	0	0
CR44500	31	24	8	38	2
CR44501	0	0	2	0	0
CR44502	9	4	0	12	12
CR44503	0	0	0	0	3
CR44504	0	2	1	0	0
CR44505	0	0	0	0	0
CR44506	0	2	0	4	0
CR44507	7	4	0	0	10
CR44508	2	0	0	0	2
CR44509	13	8	0	8	3
CR44510	0	0	35	0	0
CR44511	9	13	0	15	6
CR44512	38	31	6	25	14
CR44513	0	5	0	0	0
CR44514	0	0	0	0	0
CR44515	7	2	0	8	0
CR44516	0	0	0	0	0
CR44517	5	10	8	3	0
CR44518	0	0	0	0	0
CR44519	0	0	0	0	6
CR44520	0	0	0	0	0
CR44522	4	3	0	1	5
CR44523	6	4	7	3	9
CR44524	24	9	0	0	6
CR44525	1	8	0	2	4
CR44526	16	28	0	11	9
CR44527	0	0	0	0	0
CR44528	1	10	8	6	11
CR44529	0	0	0	0	0
CR44530	0	0	0	0	0
CR44531	0	0	0	0	0
CR44534	0	0	0	0	0
CR44535	0	0	0	0	0
CR44536	7	2	0	0	4
CR44537	0	0	0	9	0
CR44538	0	0	0	0	0
CR44539	0	0	0	0	0
CR44540	0	0	0	0	2
CR44541	0	0	0	0	2
CR44542	0	0	0	0	0
CR44543	4	2	0	15	0
CR44544	0	2	3	0	0
CR44545	0	0	0	0	0
CR44546	0	0	0	0	0
CR44547	1	9	0	4	2
CR44548	0	2	0	0	0
CR44549	0	0	0	0	0
CR44550	0	0	0	0	0
CR44551	0	0	0	0	0
CR44552	0	2	0	0	0
CR44553	3	0	0	0	5
CR44554	0	0	0	0	0
CR44555	0	5	0	0	0
CR44556	6	1	0	3	0
CR44557	0	0	0	0	0
CR44558	0	0	0	0	0
CR44559	1	0	0	0	0
CR44560	14	11	0	0	0
CR44561	4	0	0	0	0
CR44562	2	0	0	0	0
CR44563	0	0	0	0	0
CR44564	15	17	4	8	16
CR44565	1	0	0	0	0
CR44566	21	44	1	6	12
CR44567	0	0	0	0	1
CR44568	8	2	0	0	11
CR44570	0	0	0	0	0
CR44571	0	0	0	0	0
CR44572	0	0	0	0	0
CR44573	0	0	0	0	0
CR44575	29	29	0	0	14
CR44576	16	11	0	8	10
CR44577	0	0	0	0	3
CR44578	0	0	0	0	0
CR44579	0	2	0	0	0
CR44580	0	0	0	0	0
CR44581	14	5	24	42	39
CR44582	79	54	62	184	121
CR44583	0	0	0	0	0
CR44584	0	0	0	0	0
CR44585	0	0	0	0	0
CR44586	0	0	0	0	0
CR44587	5	7	0	0	1
CR44588	4	2	0	0	5
CR44589	16	21	6	15	16
CR44590	0	0	0	1	0
CR44591	0	0	0	0	0
CR44592	1	0	0	1	0
CR44593	0	0	4	0	0
CR44594	0	1	0	0	1
CR44595	0	0	0	0	0
CR44596	0	0	0	0	2
CR44597	0	0	0	0	0
CR44598	0	0	0	0	0
CR44599	87	82	10	25	15
CR44600	2	4	13	22	17
CR44601	0	0	0	0	0
CR44602	0	0	0	0	0
CR44603	0	0	0	0	0
CR44604	0	0	0	0	0
CR44605	0	0	0	0	0
CR44606	18	21	0	0	4
CR44607	0	0	0	0	0
CR44608	45	26	13	24	26
CR44609	0	0	0	0	0
CR44610	1	0	0	0	0
CR44611	11	15	0	2	2
CR44612	48	60	5	1	22
CR44613	1	3	0	0	0
CR44614	14	14	0	4	0
CR44615	1	0	0	0	0
CR44616	0	1	0	0	0
CR44617	0	0	0	0	0
CR44618	0	0	0	0	0
CR44619	35	16	8	5	8
CR44620	27	11	43	5	19
CR44621	1	1	0	0	3
CR44626	0	0	0	0	0
CR44627	0	0	0	0	0
CR44628	2	0	0	0	0
CR44629	0	0	0	0	0
CR44630	0	0	0	0	0
CR44631	0	0	0	0	0
CR44632	20	13	47	6	22
CR44633	0	0	0	0	0
CR44634	0	0	0	0	0
CR44635	0	0	0	0	0
CR44636	0	0	0	0	0
CR44638	0	0	0	0	0
CR44639	0	0	0	0	0
CR44640	0	0	0	0	1
CR44641	0	0	4	6	0
CR44642	0	2	0	0	0
CR44643	0	0	0	0	0
CR44644	0	0	0	0	0
CR44645	0	0	9	0	0
CR44646	0	0	0	0	0
CR44647	0	0	0	0	0
CR44648	0	0	0	0	0
CR44649	0	0	0	0	0
CR44650	0	0	0	0	0
CR44651	4	0	0	0	0
CR44652	5	0	0	0	0
CR44653	4	0	0	0	0
CR44654	2	2	0	0	0
CR44655	1	1	6	0	0
CR44657	5	1	0	2	0
CR44658	0	0	0	0	0
CR44659	0	0	0	0	0
CR44660	0	0	0	0	0
CR44661	51	32	1	18	22
CR44662	216	217	19	60	92
CR44663	0	0	0	0	0
CR44664	0	0	0	0	0
CR44665	0	0	0	0	0
CR44666	5	2	6	4	5
CR44667	9	8	0	0	11
CR44668	0	0	0	0	0
CR44669	2	0	0	0	0
CR44670	0	0	0	0	0
CR44671	0	8	0	0	0
CR44672	0	0	0	0	0
CR44673	0	0	0	0	0
CR44674	0	0	0	0	0
CR44675	0	0	0	0	0
CR44676	0	0	0	0	0
CR44677	0	0	0	0	0
CR44678	0	0	0	0	0
CR44679	2	1	0	0	0
CR44680	0	0	0	0	0
CR44681	0	0	0	0	0
CR44682	0	0	0	0	0
CR44683	0	0	0	0	0
CR44684	0	0	0	0	0
CR44685	0	0	0	0	0
CR44686	0	0	0	0	0
CR44687	0	0	0	0	0
CR44688	3	1	0	5	7
CR44689	0	0	0	0	0
CR44690	344	252	52	180	199
CR44691	20	9	0	0	11
CR44692	0	7	0	7	0
CR44693	0	0	0	0	0
CR44694	0	0	0	0	0
CR44695	0	0	0	0	0
CR44696	0	0	0	0	0
CR44697	36	37	2	0	36
CR44698	29	29	0	0	6
CR44699	17	40	0	0	13
CR44700	7	10	0	14	0
CR44701	143	190	44	88	97
CR44702	0	4	0	0	2
CR44703	3	1	0	0	0
CR44704	0	1	1	0	1
CR44705	6	3	3	0	0
CR44707	91	159	435	105	301
CR44708	0	0	0	4	4
CR44709	6	0	0	0	0
CR44710	0	0	0	0	0
CR44711	0	0	0	0	0
CR44712	2	1	6	0	9
CR44713	0	0	0	0	0
CR44714	0	0	0	0	0
CR44715	1	0	0	0	0
CR44716	0	0	0	0	0
CR44717	14	12	0	0	5
CR44718	12	14	6	0	5
CR44719	1	0	0	0	0
CR44720	17	8	4	2	7
CR44721	0	0	0	0	0
CR44722	0	0	0	0	0
CR44723	3	0	0	0	0
CR44724	21	22	3	21	12
CR44725	0	1	0	0	0
CR44726	3	6	0	0	9
CR44727	2	5	0	0	0
CR44728	1	0	0	9	0
CR44729	2	2	0	0	6
CR44730	0	0	0	0	0
CR44731	0	0	0	0	0
CR44732	0	0	0	0	0
CR44733	0	5	0	0	0
CR44734	17	11	2	0	16
CR44735	3	0	5	8	8
CR44736	0	0	0	0	0
CR44737	0	0	0	0	0
CR44738	0	0	0	0	0
CR44739	0	0	0	0	2
CR44740	0	0	0	0	2
CR44741	2	4	0	0	2
CR44742	0	0	0	0	0
CR44743	1	1	12	0	5
CR44744	0	0	0	0	5
CR44745	0	0	0	0	0
CR44747	0	0	0	0	0
CR44748	112	77	21	12	10
CR44749	25	20	2	6	10
CR44750	0	0	0	0	0
CR44751	0	0	0	0	0
CR44752	0	0	0	0	0
CR44753	76	54	0	163	23
CR44754	18	15	0	0	1
CR44755	0	0	0	0	0
CR44756	780	837	13	99	774
CR44757	24	28	13	27	20
CR44758	4	0	0	0	0
CR44759	0	2	0	12	1
CR44760	2	3	0	0	1
CR44761	0	0	0	0	0
CR44762	0	1	0	7	0
CR44763	0	2	0	3	0
CR44764	3	3	0	0	8
CR44765	0	0	0	0	0
CR44766	37	20	3	14	16
CR44767	0	0	0	0	0
CR44768	1	0	0	0	0
CR44769	0	1	0	0	0
CR44770	0	0	0	0	0
CR44771	0	0	0	0	0
CR44772	5	10	11	0	1
CR44773	0	1	2	0	0
CR44775	7	0	0	0	0
CR44776	24	19	34	2	6
CR44777	3	0	0	0	0
CR44778	1	3	0	0	2
CR44779	232	127	90	163	101
CR44780	0	0	0	0	0
CR44781	0	0	0	0	0
CR44782	0	0	0	0	0
CR44783	0	0	0	0	0
CR44784	14	27	9	9	14
CR44785	0	10	0	0	0
CR44786	0	0	0	0	6
CR44787	0	0	0	0	0
CR44788	0	0	0	0	0
CR44789	0	0	0	0	0
CR44790	0	0	0	0	0
CR44791	0	0	0	0	0
CR44792	0	0	0	0	0
CR44793	20	9	11	32	29
CR44794	0	0	0	0	0
CR44795	0	0	0	0	0
CR44796	0	0	0	0	0
CR44797	6	4	0	0	0
CR44798	6	0	0	0	0
CR44799	1	0	0	0	0
CR44800	4	0	0	0	0
CR44801	0	0	0	0	0
CR44802	0	0	0	0	0
CR44803	0	0	0	0	0
CR44804	1	2	0	0	0
CR44805	0	0	0	0	0
CR44806	5	9	4	0	5
CR44807	19	26	2	27	22
CR44808	1	2	0	0	0
CR44809	30	42	9	22	10
CR44810	0	2	0	5	0
CR44811	9	5	0	0	7
CR44813	0	0	0	0	0
CR44814	10	12	3	0	10
CR44816	19	16	0	3	9
CR44817	7	6	6	6	4
CR44818	0	0	0	0	0
CR44819	7	2	0	0	0
CR44820	0	0	0	0	0
CR44821	0	0	0	0	0
CR44822	0	0	0	0	0
CR44823	0	0	0	0	0
CR44824	0	0	0	0	0
CR44825	0	0	0	0	0
CR44826	14	24	38	26	41
CR44827	0	0	0	0	0
CR44828	0	0	0	0	0
CR44829	2	0	0	2	0
CR44830	317	289	84	215	235
CR44831	34	35	12	18	42
CR44832	0	0	0	0	0
CR44833	357	297	28	83	150
CR44834	21	19	0	1	2
CR44840	0	0	0	0	0
CR44841	0	0	0	0	0
CR44842	100	102	13	69	69
CR44843	19	22	14	9	12
CR44844	0	0	0	0	0
CR44845	93	93	0	32	38
CR44846	0	0	0	0	0
CR44847	9	0	0	0	0
CR44848	0	1	0	0	0
CR44849	1	0	0	1	0
CR44850	0	0	2	0	0
CR44851	5	13	5	0	8
CR44852	2	1	0	0	0
CR44853	0	0	0	0	0
CR44854	0	0	0	0	0
CR44855	0	1	0	0	0
CR44856	0	0	0	0	0
CR44857	0	0	0	0	0
CR44858	0	0	0	0	0
CR44859	0	0	0	0	0
CR44860	0	0	0	0	0
CR44861	0	0	0	0	0
CR44862	0	1	0	0	0
CR44863	0	0	0	0	0
CR44864	0	0	0	0	0
CR44865	0	0	0	0	0
CR44866	3	5	0	0	3
CR44867	0	0	1	0	0
CR44868	11	17	26	0	0
CR44870	0	2	0	0	0
CR44871	0	2	0	3	0
CR44872	0	0	0	0	0
CR44873	0	0	0	0	0
CR44874	0	0	0	0	0
CR44875	0	0	0	0	0
CR44885	0	0	0	0	0
CR44886	39	18	19	35	16
CR44888	5	2	3	0	0
CR44889	24	20	9	15	2
CR44891	16	8	0	12	15
CR44892	16	8	0	15	28
CR44893	0	0	0	0	0
CR44894	137	142	5	53	97
CR44895	5	1	0	5	1
CR44896	15	14	4	4	8
CR44897	0	0	0	0	0
CR44898	0	0	0	0	0
CR44899	5	4	0	0	5
CR44900	0	0	0	0	0
CR44901	0	0	0	0	0
CR44902	0	0	0	0	5
CR44903	1	10	0	0	16
CR44904	2	1	0	0	0
CR44905	26	40	112	87	185
CR44907	38	49	6	7	34
CR44908	0	0	0	0	0
CR44909	0	0	0	0	0
CR44910	0	0	4	0	4
CR44911	7	10	2	5	4
CR44912	0	0	0	0	0
CR44913	122	251	23	25	72
CR44914	176	387	15	46	230
CR44915	2	7	0	1	0
CR44916	0	0	0	0	0
CR44917	5	2	0	0	6
CR44918	0	0	0	0	0
CR44919	0	0	0	0	0
CR44920	0	0	0	0	0
CR44921	0	0	0	0	0
CR44922	6	10	0	0	5
CR44923	37	46	29	52	41
CR44924	0	1	0	4	4
CR44925	0	0	0	0	0
CR44926	0	2	0	1	0
CR44927	0	0	0	0	0
CR44928	20	2	0	0	2
CR44929	0	0	0	0	0
CR44930	0	0	0	0	0
CR44931	0	0	0	0	0
CR44932	0	0	0	0	0
CR44933	0	0	0	0	0
CR44934	0	0	0	0	0
CR44935	0	0	0	0	0
CR44936	37	51	59	35	41
CR44937	0	0	0	0	0
CR44938	13	8	0	2	10
CR44939	0	0	0	0	0
CR44940	1	0	0	0	0
CR44941	0	0	0	0	1
CR44942	9	10	0	3	2
CR44943	13	10	6	8	3
CR44944	0	0	0	0	0
CR44945	0	0	0	0	0
CR44946	0	0	0	0	0
CR44947	1	0	0	0	0
CR44948	0	0	0	0	0
CR44949	9	0	0	6	5
CR44950	0	0	0	0	0
CR44951	2	6	4	8	22
CR44952	0	0	0	0	0
CR44953	124	103	0	32	97
CR44955	0	0	0	0	0
CR44957	14	5	0	6	8
CR44958	9	7	0	19	10
CR44959	11	18	0	0	1
CR44960	93	88	8	33	62
CR44961	3	1	3	0	2
CR44962	28	12	0	11	5
CR44963	1	1	0	0	0
CR44964	25	11	12	0	8
CR44965	0	4	0	14	0
CR44966	15	16	0	6	7
CR44967	0	0	0	0	0
CR44968	4	1	0	0	3
CR44969	57	52	3	58	42
CR44970	0	1	0	2	1
CR44971	0	0	0	0	0
CR44972	10	5	6	0	2
CR44973	152	222	11	91	94
CR44974	26	11	10	1	23
CR44975	11	9	0	0	1
CR44976	0	6	1	0	7
CR44977	4	6	0	0	0
CR44978	0	0	0	0	0
CR44979	0	0	0	0	0
CR44980	0	0	0	0	0
CR44981	7	5	0	0	19
CR44982	7	1	0	0	0
CR44983	0	0	0	0	0
CR44984	17	16	0	2	10
CR44985	3	2	0	0	0
CR44986	2	6	0	3	0
CR44987	65	73	5	24	47
CR44988	6	11	0	6	0
CR44989	4	2	0	0	0
CR44990	0	0	0	0	0
CR44991	0	0	0	0	7
CR44992	57	28	10	0	11
CR44993	5	1	0	2	6
CR44994	1	6	20	0	0
CR44995	9	3	13	0	1
CR44996	81	112	10	16	99
CR44997	8	1	0	0	0
CR44998	0	0	0	0	0
CR44999	6	5	2	11	12
CR45000	22	38	33	27	20
CR45001	0	0	0	0	0
CR45003	0	0	0	0	0
CR45004	2	3	0	0	0
CR45005	4	0	3	0	0
CR45006	1	0	0	0	0
CR45007	12	9	9	3	6
CR45008	2	3	0	0	0
CR45009	12	29	13	3	28
CR45010	1	4	0	9	3
CR45013	0	0	0	0	0
CR45014	0	1	0	0	0
CR45015	15	8	0	4	12
CR45016	12	11	0	13	3
CR45018	292	450	243	246	407
CR45020	0	0	0	0	0
CR45021	0	0	0	0	0
CR45022	0	0	0	0	0
CR45023	0	0	0	0	0
CR45024	0	0	0	0	0
CR45025	0	0	0	7	0
CR45026	218	253	17	30	280
CR45028	24	22	0	0	3
CR45029	1	0	0	0	3
CR45030	41	18	4	15	20
CR45031	0	0	0	0	0
CR45032	0	0	0	0	0
CR45034	0	0	0	0	0
CR45035	0	0	0	0	0
CR45036	29	12	0	0	6
CR45037	10	0	0	0	0
CR45038	1	0	0	0	0
CR45039	9	8	6	16	9
CR45040	0	0	0	0	0
CR45041	4	0	0	0	0
CR45042	23	52	7	0	37
CR45043	0	0	0	0	0
CR45044	1	9	1	0	19
CR45045	9	19	0	0	1
CR45046	0	4	0	0	9
CR45047	55	85	14	34	35
CR45048	264	246	3	11	139
CR45052	74	48	200	284	123
CR45053	32	17	0	15	12
CR45054	633	677	129	229	384
CR45055	0	0	0	0	0
CR45056	0	0	0	0	0
CR45059	0	0	0	0	0
CR45082	19	27	0	0	9
CR45096	0	0	0	0	0
CR45097	0	0	0	0	0
CR45098	0	0	0	0	0
CR45102	1373	1935	237	446	396
CR45103	4	2	0	13	12
CR45104	4	9	0	12	3
CR45108	15	17	10	9	30
CR45109	0	0	0	0	0
CR45111	0	0	0	0	0
CR45112	0	0	0	0	0
CR45113	0	0	0	0	0
CR45114	0	0	0	0	0
CR45115	0	3	0	0	0
CR45117	1	0	0	0	0
CR45118	0	0	0	0	0
CR45119	5	5	3	0	2
CR45120	0	0	0	0	0
CR45121	0	4	0	0	9
CR45123	3	1	0	0	4
CR45124	6	10	8	0	10
CR45125	5	7	0	5	3
CR45126	125	152	17	20	50
CR45127	0	0	0	0	0
CR45128	1	1	0	2	0
CR45129	0	2	0	0	0
CR45130	134	156	13	45	65
CR45131	1	6	1	1	3
CR45132	14	17	0	0	7
CR45133	36	18	0	39	25
CR45134	8	13	2	9	5
CR45135	5	11	10	0	8
CR45136	2	0	0	0	1
CR45137	0	2	0	0	0
CR45138	2	3	0	0	0
CR45139	6	0	0	0	0
CR45140	84	78	12	34	34
CR45141	0	0	0	0	0
CR45142	5	9	5	23	25
CR45143	68	61	94	47	101
CR45144	2	1	0	0	0
CR45145	6	1	0	0	9
CR45146	3	3	0	0	0
CR45147	0	0	0	0	0
CR45148	20	13	0	4	9
CR45149	19	16	4	2	6
CR45150	10	24	0	8	32
CR45151	4	10	0	0	4
CR45152	1	2	1	1	1
CR45153	0	0	0	0	0
CR45155	0	0	0	0	0
CR45156	70	95	2	25	140
CR45157	15	6	5	17	2
CR45158	45	99	0	1	55
CR45159	6	3	0	0	0
CR45160	3	14	0	4	2
CR45161	3	0	0	0	7
CR45162	2	5	0	4	4
CR45163	11	3	0	3	19
CR45164	52	37	11	0	15
CR45165	8	7	2	0	5
CR45166	10	7	0	0	9
CR45167	0	0	0	0	0
CR45168	1	1	0	0	1
CR45169	5	4	28	0	1
CR45170	7	1	0	0	0
CR45171	65	90	47	45	69
CR45172	11	2	0	24	1
CR45173	0	0	0	0	0
CR45174	0	1	0	0	6
CR45175	18	26	4	11	9
CR45176	12	6	0	13	23
CR45177	16	17	34	12	0
CR45178	0	0	0	0	0
CR45179	0	1	5	0	0
CR45180	19	7	0	15	4
CR45181	10	8	0	15	9
CR45182	2	1	0	0	0
CR45183	1	2	0	0	0
CR45184	0	0	0	0	0
CR45185	68	59	79	26	40
CR45187	21	25	15	6	3
CR45188	55	69	9	6	34
CR45189	229	143	35	95	109
CR45190	84	119	25	34	62
CR45191	0	0	0	0	0
CR45192	1	0	0	0	0
CR45193	0	0	0	0	9
CR45195	16	10	15	0	7
CR45196	12	10	0	0	0
CR45197	0	0	0	0	0
CR45198	10	1	0	0	0
CR45199	5	0	0	7	2
CR45200	27	37	0	15	23
CR45201	1	4	0	0	0
CR45202	9	5	3	1	9
CR45203	0	2	0	0	0
CR45204	0	0	0	0	0
CR45205	0	8	0	4	2
CR45206	0	0	0	0	0
CR45207	0	4	0	0	0
CR45208	0	0	0	0	0
CR45209	3	0	13	0	1
CR45210	0	0	0	0	0
CR45211	0	2	0	0	6
CR45212	9	14	5	0	3
CR45213	6	1	0	0	3
CR45214	0	0	0	0	2
CR45215	37	32	0	3	43
CR45216	1	0	0	0	0
CR45217	25	16	0	3	18
CR45220	2	0	0	2	4
CR45221	4	1	0	0	0
CR45222	0	0	0	0	0
CR45223	11	5	0	0	1
CR45224	0	0	0	0	0
CR45225	42	59	25	35	15
CR45226	5	0	5	7	0
CR45228	0	0	0	0	0
CR45229	0	0	0	0	0
CR45231	0	1	15	0	7
CR45232	23	48	8	17	32
CR45233	102	94	47	22	35
CR45234	0	0	0	0	0
CR45236	0	0	0	0	0
CR45237	5	0	0	0	0
CR45238	0	0	0	0	0
CR45239	0	0	0	0	0
CR45240	0	0	0	0	0
CR45241	6	20	12	7	6
CR45242	0	0	0	0	0
CR45243	2	6	0	0	0
CR45245	0	1	0	0	0
CR45246	0	0	0	0	0
CR45247	0	0	0	0	0
CR45248	0	2	0	0	0
CR45249	0	0	0	0	0
CR45250	0	0	0	0	0
CR45251	4	3	0	0	0
CR45252	5	3	0	7	1
CR45253	2	7	0	0	0
CR45254	0	5	0	0	0
CR45255	0	0	0	0	0
CR45256	0	0	0	0	0
CR45257	0	0	0	0	0
CR45258	0	0	0	0	8
CR45259	0	0	0	0	0
CR45260	0	0	0	0	0
CR45261	0	0	0	0	0
CR45262	0	0	0	0	0
CR45264	43	29	21	9	9
CR45265	3	2	26	0	3
CR45266	0	0	0	0	0
CR45267	0	0	0	0	0
CR45268	0	0	0	0	0
CR45269	10	19	0	0	7
CR45270	5	4	0	0	0
CR45271	0	0	0	0	0
CR45272	79	60	6	3	27
CR45273	10	5	0	0	0
CR45274	9	3	0	8	9
CR45275	6	3	0	11	7
CR45276	4	1	0	0	0
CR45277	0	0	0	0	0
CR45278	1	0	0	1	0
CR45279	3	0	0	0	0
CR45280	85	84	21	64	74
CR45281	175	239	80	111	164
CR45282	0	0	0	0	0
CR45283	8	2	0	0	0
CR45284	0	0	0	0	0
CR45285	0	0	0	0	0
CR45286	0	0	0	0	0
CR45287	0	0	0	0	0
CR45288	0	0	0	0	0
CR45289	0	0	0	0	0
CR45290	25	16	7	5	13
CR45291	9	11	3	0	10
CR45292	0	0	0	0	0
CR45293	0	0	0	0	0
CR45294	0	0	0	0	0
CR45295	0	0	0	0	0
CR45296	0	0	0	0	0
CR45297	0	0	0	2	3
CR45298	4	1	9	0	9
CR45299	9	2	0	0	6
CR45300	0	2	5	0	5
CR45301	0	0	0	0	0
CR45302	0	0	0	0	0
CR45303	0	0	0	0	0
CR45304	10	0	0	16	0
CR45305	2	1	16	5	6
CR45306	0	1	0	0	3
CR45308	2	3	0	0	0
CR45309	8	4	0	0	3
CR45310	0	0	0	0	0
CR45311	0	4	0	0	0
CR45312	0	0	0	0	0
CR45313	0	0	0	0	0
CR45314	0	0	0	0	0
CR45316	0	0	0	0	0
CR45317	0	0	0	0	0
CR45318	3	0	4	0	0
CR45319	0	0	0	0	0
CR45320	0	0	0	0	0
CR45321	0	1	0	0	1
CR45322	0	0	0	0	0
CR45323	0	0	0	0	0
CR45324	27	27	19	11	11
CR45325	31	8	0	0	6
CR45326	4	9	0	0	0
CR45327	2	1	0	3	0
CR45328	2	5	0	0	12
CR45329	0	0	0	0	0
CR45330	2	0	0	0	0
CR45331	0	0	0	0	0
CR45332	0	0	0	0	0
CR45333	0	0	0	0	0
CR45334	0	5	0	0	0
CR45335	3	1	0	0	4
CR45336	0	0	0	0	0
CR45337	0	0	0	5	0
CR45338	0	0	0	0	0
CR45339	5	2	0	3	0
CR45340	4	3	0	10	3
CR45341	0	0	0	0	0
CR45342	0	1	0	0	2
CR45343	45	35	0	0	3
CR45344	3	0	0	6	0
CR45345	50	49	0	7	10
CR45346	0	0	0	0	0
CR45347	0	0	0	0	0
CR45348	5	6	0	1	4
CR45349	0	0	0	0	0
CR45350	90	113	3	25	43
CR45351	0	0	0	0	0
CR45352	2	2	0	0	0
CR45353	0	0	0	0	0
CR45354	20	11	0	0	14
CR45355	5	12	0	8	4
CR45356	0	0	0	0	0
CR45357	0	0	0	0	0
CR45358	0	0	0	0	0
CR45359	0	0	5	0	0
CR45360	0	0	0	0	0
CR45361	2	4	0	0	0
CR45362	5	1	0	6	0
CR45363	0	2	0	0	0
CR45364	0	0	0	0	0
CR45365	0	0	0	0	0
CR45366	125	140	0	22	94
CR45367	0	9	0	0	8
CR45368	0	0	0	0	0
CR45369	7	1	0	0	0
CR45370	0	0	0	0	0
CR45371	3	12	0	0	11
CR45372	0	0	0	0	0
CR45373	0	0	0	0	0
CR45374	0	0	0	0	0
CR45375	2	0	0	0	0
CR45376	22	18	3	10	21
CR45377	0	2	0	0	0
CR45378	0	0	0	0	0
CR45379	0	0	0	0	0
CR45380	141	128	36	42	52
CR45381	0	0	0	0	0
CR45382	5	0	0	0	0
CR45383	0	0	0	0	0
CR45384	5	3	0	0	1
CR45386	0	1	0	0	0
CR45387	0	0	0	0	0
CR45388	0	0	0	0	0
CR45389	0	0	0	0	0
CR45390	0	0	0	0	0
CR45392	0	3	6	0	2
CR45393	17	18	0	13	3
CR45394	0	0	0	0	0
CR45395	0	0	0	0	0
CR45396	1	8	0	0	0
CR45397	0	0	0	0	0
CR45398	0	0	0	0	0
CR45399	0	0	0	0	0
CR45400	2	2	1	14	0
CR45401	3	5	0	0	0
CR45402	19	19	0	7	15
CR45403	0	0	0	0	0
CR45404	32	10	4	0	3
CR45405	0	0	0	0	0
CR45406	1	1	0	0	0
CR45407	3	8	0	5	3
CR45408	0	3	0	17	0
CR45409	245	190	48	98	83
CR45410	0	0	0	0	0
CR45411	12	14	0	28	11
CR45412	8	0	0	17	0
CR45414	0	0	0	0	0
CR45415	2	0	0	0	0
CR45416	0	0	0	0	0
CR45417	0	0	0	0	0
CR45418	0	0	0	0	0
CR45419	0	0	0	0	0
CR45420	0	0	0	0	0
CR45421	0	0	2	0	0
CR45422	124	154	3	46	65
CR45423	0	0	0	0	0
CR45424	7	1	0	0	0
CR45425	33	30	2	1	0
CR45426	5	2	0	0	0
CR45427	4	1	0	0	0
CR45429	0	0	0	0	0
CR45430	0	0	0	0	0
CR45431	0	0	0	0	0
CR45432	0	0	0	0	0
CR45433	47	56	4	13	46
CR45434	1	0	0	0	2
CR45435	0	0	0	0	0
CR45436	0	0	0	0	0
CR45437	1	0	0	0	1
CR45438	0	0	0	0	0
CR45439	0	1	0	0	0
CR45440	0	0	0	0	0
CR45441	0	0	0	0	0
CR45442	0	0	0	0	0
CR45443	0	0	0	0	0
CR45444	9	12	4	0	7
CR45445	7	13	4	13	11
CR45446	0	1	0	0	0
CR45447	0	2	0	0	3
CR45448	0	0	0	0	0
CR45449	4	1	0	0	0
CR45450	1	1	3	6	0
CR45451	0	0	0	0	0
CR45452	0	0	0	0	0
CR45453	201	183	9	1	131
CR45454	365	358	14	18	124
